dataset,model,MAP,MRR,Recall@5,Recall@10
eanci,tfidf,0.44721793706183166,0.6715617715617715,0.16057919332012371,0.3186797031055585
eanci,bm25,0.4565250905580453,0.6716524216524217,0.1670093386454425,0.3183457064708553
eanci,sbert,0.4627710409065456,0.7359126984126985,0.19468685915855877,0.3329910800905879
eanci,codebert,0.42838135420665724,0.7006766381766381,0.1618568079461546,0.298695169881762
