model_a,model_b,t_stat,p_value,significant
sbert,bm25,-0.7494711546270659,0.45517311739860067,False
codebert,sbert,-6.301958182049884,6.241867368276757e-09,True
tfidf,bm25,-0.476742247745602,0.6344913862796019,False
