dataset,model,MAP,MRR,Recall@5,Recall@10
itrust,tfidf,0.14274022807710504,0.26603252726666227,0.16627341627341627,0.24594952094952094
itrust,bm25,0.1465865171849858,0.2785232006990761,0.19651794651794652,0.2642785642785643
itrust,sbert,0.13481142921973374,0.24329308540414596,0.1754182754182754,0.24107679107679106
itrust,codebert,0.03514593232496862,0.07974326686565832,0.027123552123552122,0.04014371514371514
