dataset,model,MAP,MRR,Recall@5,Recall@10
etour,tfidf,0.25250367443729976,0.5668653625024817,0.2173906989696463,0.32334307992202727
etour,bm25,0.25657180079707215,0.590016329436464,0.24383180172653857,0.32341269841269843
etour,sbert,0.34019376549642755,0.668558931387126,0.31461292119186857,0.4494082428292954
etour,codebert,0.16606316183348163,0.23993388198249543,0.10769980506822611,0.14823865218602064
