dataset,model,MAP,MRR,Recall@5,Recall@10
smos,tfidf,0.20618411156244873,0.6290334044065387,0.09962351004816697,0.20369969406982488
smos,bm25,0.207398805843245,0.6433842691305378,0.1002139530858167,0.20666577183374008
smos,sbert,0.17388102386963628,0.5364018651332085,0.08407303743702246,0.1675836870490537
smos,codebert,0.16719029595958398,0.4318300273524154,0.07315002460790547,0.1643072416188261
